"Card_1_ID","Card_2_ID","Card_3_ID","Card_4_ID","Bonus Points","Score_Pop-up"
"2_2_7","2_3_10","2_4_14","2_5_17","0","💀**You lost.** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_12","2_5_15","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Sisyphus Return (Retry Exploitation) used repeated retries spaced just far enough apart to evade rate limits — persistent, but the pattern was detectable. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_12","2_5_16","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Sisyphus Return (Retry Exploitation) used repeated retries spaced just far enough apart to evade rate limits — persistent, but the pattern was detectable. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_12","2_5_17","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Sisyphus Return (Retry Exploitation) used repeated retries spaced just far enough apart to evade rate limits — persistent, but the pattern was detectable. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_13","2_5_15","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_13","2_5_16","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_13","2_5_17","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_14","2_5_15","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_14","2_5_16","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
"2_2_8","2_3_10","2_4_14","2_5_17","0","💀**You lost.** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Zeus Thunderbolt (Nation-State Orchestration) overwhelmed the Orchestrator with simultaneous vectors, too overt to hide behind any infiltration approach. No infiltration or payload survives an amplifier that announces itself — the attack was visible the moment it entered the Orchestrator. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Replace Zeus Thunderbolt (Nation-State Orchestration) with Veil of Nyx (Low-Resource Language) or Hydra Dialogue (Multi-Turn Chat) — an amplifier that hides the attack rather than announcing it."
